# index, id, female, _pos
331,469,0,"array([ 2.69545292, -9.23388   ])"
332,470,0,"array([ 11.3117435 , -12.66445762])"
333,471,0,"array([  8.42692869, -14.55245733])"
334,472,0,"array([ 10.94543866, -12.18694632])"
335,473,0,"array([  3.50249524, -16.39601989])"
336,474,0,"array([  7.6645814 , -10.08198726])"
337,476,0,"array([ 12.01424678, -13.55226722])"
338,478,0,"array([ 12.60439934, -16.76575829])"
339,479,0,"array([ 13.72384352, -13.79846393])"
340,480,0,"array([ 11.11294834, -16.79991101])"
341,481,0,"array([ 16.3813228 , -15.73565838])"
342,482,0,"array([  9.03354195, -20.50846975])"
343,483,0,"array([ 2.39380648, -7.5448338 ])"
344,485,0,"array([ 11.46672024, -11.7238752 ])"
345,486,0,"array([ 6.24297768, -9.35821859])"
346,489,0,"array([11.16154445, -9.84430134])"
347,490,0,"array([ 10.82375625, -10.16579282])"
348,491,0,"array([ 11.63894727, -15.02610397])"
349,492,0,"array([ 13.36177952, -13.61355874])"
350,494,0,"array([ 7.36237961, -9.1130855 ])"
351,495,0,"array([  3.43229154, -13.43012516])"
352,499,0,"array([11.37038326, -8.40552466])"
353,500,0,"array([13.14876274, -4.92574823])"
354,502,0,"array([  5.43677343, -16.88049812])"
355,503,0,"array([ 12.48488493, -13.26685315])"
356,504,0,"array([  4.80730205, -17.95307611])"
357,505,0,"array([ 11.93817037, -14.20843578])"
358,506,0,"array([ 16.0870142 , -16.35336608])"
359,507,0,"array([  8.15901851, -14.17963128])"
360,508,0,"array([ 10.77759104, -15.23783838])"
361,510,0,"array([ 12.45938387, -16.44566687])"
362,512,0,"array([ 10.50957649, -13.43589083])"
363,513,0,"array([ 11.14667652, -11.89742978])"
364,514,0,"array([  6.92220261, -17.23272815])"
365,517,0,"array([ 6.03308861, -5.53262849])"
366,519,0,"array([ 10.33792031, -15.51612847])"
367,521,0,"array([  9.36994668, -11.17193726])"
368,522,0,"array([ 4.26521965, -7.3890919 ])"
369,524,0,"array([ 11.78762785, -13.14039643])"
370,526,0,"array([  6.35072682, -20.50663287])"
371,527,0,"array([ 14.06554995, -13.1188574 ])"
372,528,0,"array([  3.27898247, -11.94064595])"
373,531,0,"array([ 8.85431668, -5.49330897])"
374,532,0,"array([  8.74171196, -10.32420238])"
375,533,0,"array([ 1.9118972 , -9.91490401])"
376,534,0,"array([10.12694582, -7.40552401])"
377,535,0,"array([ 8.06960606, -7.99425951])"
378,537,0,"array([ 10.94782402, -11.81403956])"
379,538,0,"array([ 12.90244091, -19.53970859])"
380,539,0,"array([  6.01858756, -20.39698991])"
381,540,0,"array([12.14752995, -5.25495978])"
382,541,0,"array([ 10.60435817, -14.08480649])"
383,542,0,"array([  6.32647603, -14.68751608])"
384,543,0,"array([  8.82828349, -11.21988105])"
385,545,0,"array([14.9653685 , -7.02241349])"
386,546,0,"array([  6.92504948, -12.8905323 ])"
387,547,0,"array([ 3.44659321, -6.13740925])"
388,548,0,"array([ 9.12412368, -5.7335478 ])"
389,549,0,"array([  1.57855989, -16.33271232])"
390,550,0,"array([  9.1093089 , -12.13882196])"
391,551,0,"array([  6.59130261, -13.86991887])"
392,552,0,"array([  7.94966307, -13.61014178])"
393,553,0,"array([ 5.56178217, -9.91027316])"
394,554,0,"array([  8.37393457, -18.28213938])"
395,556,0,"array([ 11.12053229, -17.07797195])"
396,557,0,"array([16.21178701, -8.70185783])"
397,558,0,"array([  2.48041349, -12.59161302])"
398,559,0,"array([  6.94444683, -11.82089282])"
